selection1_name,selection1_phone,selection1_users_name,selection1_users_reviews,,,
Italian Family Pizza,(206) 538-0040,"Peter C.
South Pasadena, CA","If I'm having pizza for lunch, my favorite way to do it is to have pizza and salad. Italian Family Pizza doesn't serve slices, but that just means you can go with a friend & split 2 things! The small pizza is plenty for 2 to share, and the salad is good. Definitely not a boring plate of greens. My friend very wisely asked for dressing on the side, and that was a pro move. The dressing is not your typical oil & vinegar. It's slightly spicy and I liked it, but in small amounts, which is why you definitely want it on the side, and drizzle it with a light hand. The pizza is good, and they definitely didn't skimp on the pepperoni (see pic). The only thing I may ask is for the pizza to be a little more well-done in the middle, because it's not sturdy enough to be picked up on its own. You have to support the center with a fork or something, so it's slightly hard to eat. But, a good lunch if you're in the area!",,,
Italian Family Pizza,(206) 538-0040,"Ajay K.
Seattle, WA","Good price point for a small pizza but the sauce was lacking flavor. The owner/host was very friendly. It pains me to say this since it looks like a nice, family-run shop that has been around here for a while but I would have rather eaten at MOD which was a short walk away.",,,
Italian Family Pizza,(206) 538-0040,"John N.
Seattle, WA","I am from the northeast (NY/NJ), and believe me when I say that it is darn near impossible to find great pizza elsewhere in the country (that nonsense in the Midwest doesn't qualify as ""pizza,"" though that's a separate discussion ). Italian Family Pizza comes close. I had the New Yorker 12"" (see pic). For the portion size, it was perfect. The sauce was notably fresh (not canned), the cheese to sauce ratio was spot on, and the dough was crispy on the bottom and soft but not soggy on top (i.e. not overdone). The only reason I'm giving 4 stars instead of 5 is because I felt the overall value wasn't 100% there. My bill was $20 (inc. tip). That's a bit steep for a single serving pizza. The large is $40! I get that it's Seattle, but you have to keep things in context. It's pizza, not truffles and caviar.",,,
Italian Family Pizza,(206) 538-0040,"Alex F.
Seattle, WA","Maybe I came not in the right moment and because of COVID-19 they run out of items, but my pizza was basically lots of dough. Pizza quality didn't meet my expectations. My impression is that they want to make money from the air",,,
Italian Family Pizza,(206) 538-0040,"Greg H.
Sammamish, WA","The best pizza I've had in the Seattle area. The large pizza feeds a small army. The size of slices reminds me of Benny Tudino's in Hoboken, NJ.",,,
Italian Family Pizza,(206) 538-0040,"Cassidy H.
Winston-Salem, NC",Sooooo good defiantly recommend for lunch the pizza is so fresh and delicious ate the whole pizza. Ed the server was amazing he was so kind ! They was out of soda he went down the street just to get us a can of soda super friendly service coming again !,,,
Italian Family Pizza,(206) 538-0040,"Ilene F.
Fort Lauderdale, FL","We had our last meal in Seattle here...we needed something easy and quick and close to the hotel. This one served the bill and had great reviews. Not sure why.
The menu is pretty limited. They have a huge pizza and a 12 inch (basically individual) pizza. We ordered a huge pizza with 1/2 cheese and 1/2 pepperoni & mushroom. Myself and one of the kids wanted the rigatoni, however, they ran out. What Italian restaurant runs out of pasta? I don't eat cheese so I ordered the small pizza with mushrooms, sauce and garlic.
We also ordered the salad. It has 1 heart of artichoke, a head of lettuce, chopped roasted red pepper, pepperocini peppers and kalamata olives. It was very fresh but only had about 2 tablespoons of dressing provided. After delivering the food our server disappeared, so we lived with the limited dressing.
The large pizza looked like it was made from different dough. Everyone liked it. Mine was soggy in the middle so I ate the crust and some of the mushrooms. They were freshly cut.
My friend left with the kids to go back to the hotel because it took forever to get the bill. We finally got the bill. We paid and left.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Samantha G.
Kenmore, WA","This restaurant was great. It was a little busy on a Friday night but they sat us at the bar and let us drink wine while we waited. The atmosphere was great, very professional and authentic. Definitely felt like a true Italian restaurant. I got gnocchi pasta and it was fantastic. Also their wine selection is amazing.
The only issues I had was we got seated at a really really small table. There was enough room for the bread basket and drinks or just our entree and drinks. So very crowded. And it can be a bit spendy. But the food and drink is so worth it.
Perfect for a romantic date night",,,
Tropea Ristorante Italiano,(425) 867-1082,"Melissa W.
Seattle, WA","I've been twice now and both times were FANTASTIC experiences. Restaurant itself is on the end of a strip mall but there is plenty of parking. The restaurant is small and there is usually a wait at dinner on weekends so plan ahead. They don't take reservations.
I got the italian sausage rigatoni both times and it was SO GOOD. My SO got a chicken dish that was excellent as well. The second time we came it was for a birthday and they figured it out and gave my SO tiramisu with a candle. So nice of them and honestly the BEST tiramisu i've had.
Complimentary first bread basket served with olive oil and garlic. Menu is extensive with lots of options!
Service was great and quick! Friendly waiters and the owner is around too!
Overall a great restaurant and we will most definitely be back!",,,
Tropea Ristorante Italiano,(425) 867-1082,"Jen H.
Kirkland, WA","Tropea has a great selection of Italian dishes including entrees, pasta, and pizza. My partner picked up dinner for us on the way home from work. I ordered the Spaghetti Calamari and my partner ordered the Rigatoni Salsiccia. Both were very good and the portion size was very generous- we both ate only half of our meals. We split a Caesar salad.
The food here is quite tasty and I would definitely go back to try some of their other dishes. The only other thing I think worth noting about this restaurant is that it is not cheap. If you are okay with that and want good Italian food, then this is definitely a great place to go. A good portion of their pasta dishes run almost $25 which makes it a place that I cannot go to often. However, when I do go, I will most certainly be happy with what I order.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Heath D.
WA, WA","Excellent Italian place in the heart of Redmond. We've used the take-out option before the COVID crisis and it's been just as great as dining in. Would highly recommend the Pasta Brodo soup, the beef/veal polpette, Fettuccine Ciociara (sub for chicken), Linguini Capagnola, and the Gina Maria. Their wines are very affordable but they also have a decent liquor selection if you're craving a martini or Cosmo (when the world gets back to normal-ish). Have really enjoyed their to-go options and portion sizes and look forward to continuing to support this business.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Stormy K.
Bellevue, WA","The food is so rich and amazing! Service is great and friendly.
My only complaint is we were a large group and they didn't take reservations and our group of 7 was in the way in the libby for like 45 minutes.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Tingting W.
Bellevue, WA","I really liked my pasta! If you like creamy and rich pastas, this is the spot for you. My friend got the Bolognese and hated it. The restaurant itself is pretty old. So it's not a cute trendy vibe. But overall food was good (for me) and the service was good!",,,
Tropea Ristorante Italiano,(425) 867-1082,"Omkar R.
Sammamish, WA","This is my Go to #1 italian spot on the eastside. There are some more posh places but this place kills it with their quality service and delectable food. Rarely is there a wait but it's always comfortably busy. I came last time to celebrate getting a new job and so I treated myself with the don giovanni rissoto. This has lobster, scallops and prawns drizzled in white truffle oil. I absolutely love this dish and it's a nice juxtaposition to more saucy dishes. The saucy dish we got this time was the lobster ravioli. It wasn't on the menu but I still asked and to my joy, they had it. The cream
Based sauce will give you a case of the involuntary MMMs! The starter we always get is the calamari in red sauce. They come not breaded and perfectly saut茅ed. It has a nice kick to it as well. Dunking the table bread they give to you is the move. It is also advised to drink wine the whole time to keep it real italian.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Shannon E.
Bothell, WA",Amazing little restaurant in Redmond. A gem that is kind of hidden. I drove by this place many times with no idea what it was. My mom took me here one day and I was in love. Great authentic Italian food. SO good.,,,
Tropea Ristorante Italiano,(425) 867-1082,"Andrew S.
Renton, WA","I rated this four? What is wrong with me.
Checking in again. Went with the house veal. After ordering wine, the server who knows us well at this point brought in a different bottle.
His recommendation was perfect. Absolutely mouthwatering combination.
Every single facet of this restaurant is perfection.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Doug F.
Bellevue, WA","A solid Italian restaurant with good sized portions, a friendly wait staff, and great service. A tad heavy on the garlic though. Everything seemed too garlicy to me BUT, I'm not a huge fan of garlic! If you are, have at it! You'll probably love the place!",,,
Tropea Ristorante Italiano,(425) 867-1082,"Cindy F.
Seattle, WA","TLDR: wordy menu. More pasta than meat.
When was the last time you've read a novel? The menu is a mini novel. There is so much text! I appreciate the descriptions of items but a few pictures to alleviate the eyes would be nice. It also takes a while to read everything before you order because there's just so much to read. Not being Italian doesn't help since the names of each dish are Italian so you are forced to read the description. Maybe I'm just lazy but really I'm just hungry.
Very dimly lit so picture quality will be poor but it's a good romantic setting. Check out those giant frames with the wine bottles!
Service: wait to be seated, table service, order at the table, your check will be brought to you.
Complimentary bread and oil: bread is served cold and is in large slices. I like the chewiness of the bread but it's otherwise tasteless without the oil. Generous portion of oil with LOTS of garlic.
Rigatoni Amatriciana: rigatoni is great but there isn't very much pancetta--it felt like just pasta and sauce really. The meat to pasta ratio wasn't well balanced in this dish. Loads of sliced onion and tomato sauce though. A little too much onion in my opinion but the sauce is good.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Derek M.
Kirkland, WA","As an east-coast Italian, I hold Italian food to a very high standard! Tropea does a good job with their pastas - I've had the linguine vongole and gnocchi pomodoro and was satisfied with both meals. The portion sizes are a little small compared to the price, but you will not leave still hungry. The table bread is very mediocre - they should think about baking their own bread or at least serving it warm to customers! The olive oil dipping cup is full of spices and garlic which helps offset the blandness of the bread. Not the best Italian food I've had on the Eastside, but certainly not the worst.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Travis N.
Temecula, CA","Borderline 1/2. Went here as my Thai place next door was closed.
Over priced. Had the pollo limone - sauce was soupy and literally tasted like the bile you barf up at the end of a good puking session. 26 for the plate and barely any pasta on the plate - maybe $3 of product on the plate. Service was very slow with only half the tables full inside. Inside was very hot as well - no AC and actually outside felt colder when I left.
Also if the place has to force you to buy $8 of product you're in trouble. I have never seen a ""minimum"" purchase on any Italian restaurant menu.
I will not be returning.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Mani M.
Renton, WA","Came here for dinner with my good friend from out of town and we both love food and we yelped Italian food around the area a few came up but, this one caught our foodie antenna. We decided to check it out.
I couldn't be more pleased with the service & food here. It's my new fave creamy pasta (Italian) restaurant. I swear the seafood Fetti was so F*n bomb!!!! We got complimentry dessert too. It was such a delight to be service with care! Deff will be coming back. & will spread the word of love of this place, will recommend it to friends!!",,,
Tropea Ristorante Italiano,(425) 867-1082,"Lisa F.
Seattle, WA","Tropea is our go-to date night spot on the Eastside, as well as great place to bring out of town guests due to the extensive menu options (particularly the pasta!).
Great, friendly service, options to sit inside or outside and authentic, southern Italian cuisine make this our fave Italian restaurant on the Eastside. The patio area is small, with approximately 5 tables, but is a comfortable little Oasis and nicely shielded from the parking area with shrubbery.
So far we have tried the caprese (with burrata, if available), calamari impanantate, lasagna, ravioli Mari Monte, a risotto special with seafood and tiramisu. Would highly recommend all. Tiramisu was the best I have had, including in Italy. The calamari was lightly breaded and fried and not too greasy. We have twice ordered it with the spicy tomato sauce included with the calamari diavola and would highly recommend. I often dream about the amazing flavor and creaminess of the ravioli Mari Monte and it is probably my favorite dish.
While the prices may be a touch high, we found the portions to be massive and would need to pack up at least half our entree to go.
Delish- go check it out !!",,,
Tropea Ristorante Italiano,(425) 867-1082,"Laney B.
West University, Tucson, AZ",Most authentic Italian meal you will find in the state of Washington! We have been going for years now & can't get enough of it. The dipping oil is PHENOMENAL & a great start to our meal. We have greatly enjoyed every meal there. Most of the staff are fluent in Italian and English as well. Overall great experience. Seafood is great and the tiramisu is to die for.,,,
Tropea Ristorante Italiano,(425) 867-1082,"Sarah A.
Redmond, WA","What a delightful spot for a dinner out in Redmond! It's a super popular spot during peak times (dinner and weekend dinners especially) so come early or expect to wait.
Portions are generous, service is attentive and food is well prepared. We tried both a special and a classic menu item and loved them both. We shared a salad which was easily big enough for two. The dessert was the least favorite part so I'll probably skip that next time but all in all this is a great spot! Sometimes these ""suburban institutions"" don't live up to their reputation but Tropea totally does - a must visit if you're in the area and worth a trip if you want some classic Italian dishes in a kitchu restaurant with friendly family feel.",,,
Tropea Ristorante Italiano,(425) 867-1082,"Nora S.
Sammamish, WA","Pleasantly surprised. I usually find Italian food overpriced and uninteresting, but the pasta at this place is solid. Lots of vegetarian choices. The marinara sauce is full of flavors. My dish was hearty without feeling too heavy, a problem I have with lots of Italian restaurants. The price seems a little high, but the portions are very generous. This is traditional, basic Italian at its best. Can't wait to try the Sicilian pizza!",,,
Tropea Ristorante Italiano,(425) 867-1082,"Melanie B.
Maple Valley, WA","I love the ambience, the service. The place filled up with the first hour of opening. The ingredients are fresh, cooked to order. The noodles on both our dishes were perfecto al dente. Hubs had the veal- it was tender and flavorful. I had the spaghetti agli olio- it was dynamite!!!!
Chocolate mouse was delicious, but too rush for just one- it should be shared. Same with the chocolate torte - and hubs had an after dinner espresso and said it was great.
Wonderful late afternoon date!",,,
Tropea Ristorante Italiano,(425) 867-1082,"Aparna S.
Bellevue, WA","I was excited to find an Italian restaurant close to my house with good reviews. When we arrived, there was a wait so that was a good sign. When the food came, I was thoroughly disappointed. The Margherita pizza tasted like school lunch. No sign of fresh mozzarella and only shreds of basil. For dinner, I got the truffle chicken. For a $30 CHICKEN dish, I was expecting to be mind blown but I could taste no sign of truffle. It was either masked with the pounds of butter or none was actually in there. The pasta was bland as well because it comes with the same sauce as the chicken ($5 up charge to change the sauce). Service was good but I don't think we will be returning.",,,
Pizzeria Pulcinella,(206) 772-6861,"Hilary B.
Seattle, WA","Always great service and amazing food! So happy to live close, so I can still get take out during this time (COVID-19).",,,
Pizzeria Pulcinella,(206) 772-6861,"Gyeongyun P.
Seattle, WA","The best Italian pizza in the area so far. :33 The people working there were all so friendly(not like overfriendly so that people could feel weird kind). I felt they care.
The ingredients of pizzas were so fresh, I could enjoy all the different ingredients. The dough was perfect, too. It wasn't soggy or over baked. The thing I like the most was that their savory flavors of pizzas were perfect, sometimes pizzas in US are too salty for my taste.
It can be a little crowded sometimes, but I recommend this place for date night and family time. I will also recommend this place for pizza when people I love visit Seattle. Thank you Pizzeria Pulcinella!",,,
Pizzeria Pulcinella,(206) 772-6861,"Briana N.
Seattle, WA","Great service at this restaurant!!! Our server was very friendly and checked on us frequently.
My sister and I ordered a starter salad (large) and it was plenty for the both of us.
We each ordered our own pizzas which were prepared very quickly! Apparently their oven cooks pizza in 90 seconds! We were very impressed.
The pizza was cooked pretty well. I would've liked mine cooked a tad out longer since I prefer my cheese thoroughly melted. Other than that, the flavors were delectable.
I only ate 3 slices so I boxed the rest of my food.
Can't wait to eat my leftovers!!!",,,
Pizzeria Pulcinella,(206) 772-6861,"Lauren P.
Seattle, WA","Absolutely love this Neapolitan pizzeria in Renton by the lake. They've got great meatballs and a variety of pizza options, or you can build your own. Not a whole lot of seating in the place so we usually try to get there early enough to hit happy hour and grab a seat at the bar. Servers are always really nice and they are always pretty speedy. Definitely some of the best pizza in the area.",,,
Pizzeria Pulcinella,(206) 772-6861,"Mo G.
Kirkland, WA","Fun, friendly and deliciousness all in one! Def will be back! We got the perfect seating spots by the chef, watching him doin' his thang! cute lil area off rainier ave! Parking was a lil odd and ppl just kinda do whatever and blocking cars in and such, but oh well! Lol. The pizza crust was dough-e, but still thin enough, which is exactly how I like it! $5.99 for a split small arugula salad + $17.99 pizza+ patella (sp?) ... $40-ish not including tax = well worth it!!",,,
Pizzeria Pulcinella,(206) 772-6861,"John H.
Sacramento, CA","Pizzeria Pulcinella
Valoriani pizza oven
See Naples and die - or just trot over to Rainier Beach and have an authentic southern Italian pie!
According to their website, Pulcinella is brought to you by the same folks who own and operate Vince's. And, it has been ""certified Neapolitan"" by the Verace Pizza Napolitana Association since 2009.
The pizzeria is in a rustic building with high ceilings and expansive windows. The restaurant has a cozy feeI with table and bar seating, as well as a pizza counter where I grabbed a front row seat.stopped in on a rainy Wednesday night and was greeted by a friendly and helpful staff.
At the recommendation of Leo, the pizza maker, I decided on the Italian sausage and bell peppers appetizer ($10), which is given a brief roasting in the pizza oven and served in the cast iron skillet. Tasty, and the red sauce was hearty and flavorful.
Completing my order was the Giovanni pie - roasted pepper & pesto sauce, mozzarella, pepperoni, sausage, onion, crimini mushrooms, fresh tomatoes.
My server explained they would wait to put in the pizza order, because it bakes in just 90 seconds - and they weren't kidding. In fact, Leo, pointed out that part of their certification is a requirement to bake their pies to the 90 second mark - and - not a second more!
Molto autentico! I will try it again.",,,
Pizzeria Pulcinella,(206) 772-6861,"Mike H.
Seattle, WA","I'm gonna start by saying pizza is one of my favorite foods. I have been to over 20 pizza spots in Seattle and I have to say that this is one of my favorite places to get pizza. My eyes are tearing up just writing this review.
They make each pizza per order and they use fresh ingredients. The staff is nice and they have a lot of options to choose from. It has a very rustic pizza parlor feel and the dark wood interior and accents give it a real Italian vibe.
I got the Pozzuoli and when I tell you I inhaled this pizza I'm not lying. I don't even think it made it to the 5 minute mark. The crust was the perfect and there was not too much sauce on the pizza. The pepperoni was fresh and so were the mushrooms. It had the perfect bite and the pizza crust was good too. I have nothing negative to say about this place. I have been here 4 times now and each time has gotten better and better.",,,
Pizzeria Pulcinella,(206) 772-6861,"Shevaani S.
Seattle, WA","This is one of our frequent eateries. Most time we end up ordering multiple small plates/appetizer items. My mom favors their eggplant parmigiana. My favorite in the appetizer is their Caprese salad, tomatoes always seem to be flavorful and cheese fresh. My niece and nephew love their dessert chocolate pizza.
All items are house made, tastes fresh and flavorful. Staff is very nice and friendly.
Kid friendly
Street parking
Easily accessible
Unsure of compost/environmental friendly practices
***Would definitely recommend this place****",,,
Pizzeria Pulcinella,(206) 772-6861,"Kathleen C.
Seattle, WA","This place came highly recommended by a friend and it did not disappoint. It's a cute neighbor pizza place in what looks like someone's home from the outside.
Best thing about the food was 1) the pizza dough/crust 2) pepperoni, it's like seasoned or something but super good! We also tried the lasagna which was good with the ground meat being the highlight. I do still enjoy the pizza more though so I'd return for more of that. The weird thing to me was the middle of the pizza was super soggy. So I couldn't pick it up, but my friend says that's how pizza is in Naples. I cannot confirm or deny, so I'll take her word for it. The soggy part tasted fine though just usually not preferred.",,,
Pizzeria Pulcinella,(206) 772-6861,"Ly T.
Seattle, WA","I recently moved; was looking for a good place to eat nearby. Best place hands down in the neighborhood.
I have been there many times now and tried a lot of their specialty pizzas. All are really good.
But I'm a basic person. My pizza of choice is pepperoni. The owner there is very welcoming and hooks me up with the best pepperoni pizza every time. Extra pepperoni!!!!!
Love that I'm in walking distance.",,,
Pizzeria Pulcinella,(206) 772-6861,"Miss Ninja `.
Seattle, WA","After reading several great reviews from people that have traveled to Italy or are Italian, I told my bf that we had to try this restaurant.
We went on Friday night and got there about 7:30 pm. The restaurant was packed. The only available seating was at the bar, which I thought was perfect. It sat us in front of the kitchen and it was the best view in the house.
The staff was very friendly and was attentive to us. We started with the Caesar salad, meatballs with marinara sauce and foccacia bread. Everything was great. We could have just been happy with ordering just that and dessert. But we also had to try the pizzas.
The timing of when our pizza came out to us was perfect. After we finished our appetizers, we didn't wait too long for it to arrive. It gave us enough time to digest our food. We ordered the Margherita and Diavola. The pizzas look amazing. I loved the taste, ingredients and the crust. I'm not a big fan of Margherita pizza, but this one was great tasting and I liked it very much. I love the spicy olive oil and the pepperoni in the Diavola pizza. The owner came to talk to us after our meal. We told him it was our first time and everything was great.
For dessert, we got the mocha decadence cake. It was amazing! Yuuuuuummmm.
I would definitely come back and bring my sister here, who's been to Italy, and see what she thinks.
Review to be continued...",,,
Pizzeria Pulcinella,(206) 772-6861,"Brooke B.
Renton, WA","The pizza flavors were on point, but the execution was lacking. Very soggy middles on all of our pizzas. Soda beverages didn't taste quite right, and were then requested new ones. Wasn't any better, though the server said they should be fine even though they ""couldn't"" check the machines in the basement.
Service was ok...not great. Barely got a smile at the end, and we seemed to be a chore.
Not likely to return.",,,
Pizzeria Pulcinella,(206) 772-6861,"Kristy R.
Renton, WA","We had our monthly Manhattan Mama's dinner out last night! This time it was a pizzeria! I apologize my pictures are not on point as we kept eating the food so quickly, it was great! We ordered clams, burrata platter, sausage with roasted peppers, salami and cheese board with marinated vegetables, Pulcinella salad, and the diablo pizza!
The owner Vince was there visiting with guests. He was very happy to see us and nice enough sent over a dessert! An amazing pastry filled with Nutella!
Definitely liked the vibe of the restaurant! It is cozy inside, decorated nicely, service was good and it got busy quickly. We found out the pizza oven was shipped straight from Italy. There is no real kitchen as the food is freshly prepared and stuck straight into the oven to be cooked.
One might drive by this little location if you didn't know any better so make sure you stop in and give it a try! We will be back for sure. Parking was easy and free!",,,
Pizzeria Pulcinella,(206) 772-6861,"Claire B.
Seattle, WA",This place is fantastic!! Super authentic Italian pizza made in a wood fire pizza oven. You know it's authentic when you need a knife and a fork to eat it because the crust is so perfectly thin! And while we're on the crust... it's so delicious and crispy on the outside but chewy on the inside. Pizzeria Pulcinella seems to place a lot of weight in the quality of the ingredients - from the olive oils to the tomatoes used in the pizza sauce to the prosciutto di Parma on the pizza. This place is very cozy on the inside and the service is very friendly! Location-wise it's a little far out but definitely well worth the drive! Can't wait to go back :),,,
Pizzeria Pulcinella,(206) 772-6861,"Chelsea R.
Jacksonville, FL","THIS PLACE DESERVES ALL THE STARS!
Okay, now that I have your attention, I'll take it down a notch, although, I really shouldn't because they deserve as much;)
My husband lived in Italy for a few years while serving in the Navy and really fell in love with the food and the culture there. So while I was casually surfing Yelp I came upon this place, and the reviews that kept referring to its Italian authenticity. I knew I had to bring him here.
Like many others stated before, the place is on the small side. And parking can be a little rough. We got there at 7pm on a Friday night and it was busy. We ended up parking on the street next to the restaurant, it really wasn't that big of a deal. It definitely doesn't look like much on the outside, but you can tell with how paced it is, that its gotta be something special.
We went in and every table was taken. There were two spots at the bar that face into the open kitchen and we were totally fine with that. Gave us something fun to watch while we were waiting for our food. My husband was instantly in heaven once we were seated and we could take it all in. The decor, the set up, everything was ""spot on"", says he.
Our server was quick to greet us and get things started. We both got a glass of wine. I chose mine based upon a prior Yelp reviewers Tip by Greg B who said to try the ""Montepulciano D' Abruzzo"" and WOW did that not disappoint! A nice wine, full of flavor. My husband got the Chianti because thats his favorite. He really enjoyed it. It was a bit too light for my tasting.
For dinner we got the Giovanni per all of the recommendations on Yelp. I think is was between that or the Diavola (which had a bunch of good reviews as well) but we just decided on the Geo and it was GREAT! Not to mention we timed it and I think it was 90 seconds it took from the pizza to go from the oven to our plates. Incredible! Easily the best and most authentic pizza we have had.
We finished off with some Spumoni which was again, delicious.
Truly everything here tasted heavenly. The food comes out fast so I can see how tables can be turned quickly, unless you have people wanting to stay and chat. But its well worth the wait! I hope that they open up another location, because it would really do well!
We will definitely be back again and again!",,,
Pizzeria Pulcinella,(206) 772-6861,"Dean M.
Dallas, OR",We ordered a variety of pizzas for a group of six of us. Everyone ordered their own pizza along with an order of baked clams. Just about everyone agreed it was some of the best pizza they had eaten. The wood fired baked clams where the best. We tried to figure out a way to make them at home with the same slightly smokey taste. I ordered the pizza with sausage mushrooms and Gorgonzola cheese on their creamy garlic sauce. It was awesome. If I'm in the Renton/Rainer Beach area again I will for sure order it.,,,
Pizzeria Pulcinella,(206) 772-6861,"Cindy I.
Seattle, WA","Good quality ingredients but soggy crust and skimpy on the basil for the margarita base pizza. The basil had some big pieces on one slice then a couple of others were more stem than leaf. Cute place and liked the white table wine, it was inexpensive but a good Pinot Grigio. Just not holding up to other Italian style pizzas in town.
Nice they have reservations since it is a small place and very popular. Not worth the drive for us since again some better options out there closer to home.",,,
Pizzeria Pulcinella,(206) 772-6861,"Bri L.
Wrightsville Beach, NC","Best pizza in Seattle. Have tried many of the ""trendy"" places downtown and in the northern suburbs but recently we've stopped going anywhere else. Nothing else is comparable. The ambience is good if you want to dine in and grab a glass of wine, but we frequently order to go and make the drive across town because ITS WORTH IT.",,,
Pizzeria Pulcinella,(206) 772-6861,"Tracey N.
Seattle, WA",Really great charming roadside pizzeria and the staff is welcoming and helpful. We sat at the bar area to watch them make the fresh wood-fires pizza. We topped off dinner with a Nutella calzone for dessert and it was delicious.,,,
Pizzeria Pulcinella,(206) 772-6861,"Chelsea M.
Seattle, WA","Truly delicious and authentic Neapolitan pizza in a quaint ambiance. We've only been one time and gotten take out one time but tried a variety of options. The meatballs were tender and well seasoned and come with a huge cup of delicious marinara...save that sauce for your pizza! Salads were fresh and tasty and served a few people at our table. Dressing is light which I prefer and appreciate. We tried three pizzas and all were good. Crust is delicious! The potato pizza was surprisingly delicious and unique. They have the nutella calzones here too, which are always a good idea but we passed this time around. Next time!!!
Baby friendly and very friendly staff. I thought their prices were fair for the quantity and quality.",,,
Bruciato,(206) 201-3462,"Brooke B.
Renton, WA","Yes, this place is amazing! Delicious Caesar salad, Margherita Pizza and drinks! The atmosphere is lovely, and the service is on point.
Highly recommend! Will be returning as soon as I'm on Bainbridge again!",,,
Bruciato,(206) 201-3462,"Tim C.
Los Angeles, CA","Rude dismissive hostess.
Came in here thanksgiving week and was ignored. Def felt talked down to when the hostess came around...hmm maybe it was the way I looked. She seemed to be having a bad day.
Sat down ordered two pies and table bread (which we had to pay for). They're proud that they don't cut their pizza. The dough was chewy and wet, too much sauce and the ingredients were just cheap.
Highlight was def the prosciutto, something they did wel was their slicing...maybe they can take some of that slicing philosophy to the pizza? Anyway, overpriced, terrible hostess Good rose and sliced prociutto on their flat bread because sorry, that dough was sad...like",,,
Bruciato,(206) 201-3462,"Christina H.
Seattle, WA","Omg - love, love, LOVE Bruciato!!
Their pizzas are insanely amazing. If you're looking for the perfect wood fired pizza with incredibly high quality ingredients, you're in luck.
The Margherita is a solid go-to - just an amazing cheesy and crispy experience. We always order our pizzas well done for that extra crispiness, so just a tip there if you like the same. The fun part of their pizzas is using the pizza scissors. I didn't realize those existed until visiting this place.
The toppings are super high quality, as I previously mentioned. For example, if you want mushrooms, you don't get plain white ones, you get chanterelle. My husband loves prosciutto and said there's is seriously awesome.
We've had a couple different salads and haven't quite found our fav yet. They had a Caesar, but we noticed the second time we went that it wasn't on the menu. It was just ok - it used a bitter lettuce that just didn't work. We next tried a salad that had rainbow radishes (looking online I don't see it so I don't know the exact name). It was great for what it was, but we would still try another one.
Service has always been awesome. Plus, we haven't ever had to wait (even on a Saturday at about noon) - but we've only gone in colder months, so not sure if it's more packed when the weather is nice.
Oh - and they have a nice wine menu, too (we've tried a few different reds and all have been nice - a stand out one to me is the Walla Walla Sangiovese).
All in all, it's worth the journey to give the pizza here a try!",,,
Bruciato,(206) 201-3462,"Evelyne K.
Seattle, WA","I love their pizza & red wine! The atmosphere was amazing.
One thing I would suggest is that maybe they can provide an English menu for us (my friend and I had to google everything because all the dishes were in Italian...)",,,
Bruciato,(206) 201-3462,"Diana G.
San Antonio, TX","After stuffing my face with fudge, I smelled pizza and decided I should have a decent meal.
We were seated right away. This is not a typical pizza place. You will not find a plain pepperoni pizza. You can't do half and half and they only have one size. I am ashamed to admit that I had to google some of the toppings. Then they bring out my pizza with scissors. Is this the new thing? What happened to slicing the pie for me? Not complaining, I just thought it was funny.
I shared the Margherita pizza with my friend. It was big enough to fill us up. The pizza had great flavor and the texture was on point. I will say the sauce was a little runny, but delicious.
I had a glass of wine and my friend got a cocktail.
My friend wanted a sweeter wine, but they didn't have one available. The staff was great. The waitress answered all of our questions and was always around when we needed her.",,,
Bruciato,(206) 201-3462,"Dana K.
Liberty, MO","I'm trying to think of something wrong with this pizza, and just can't. We had the vegan pizza. Unfortunately there was only one, but it was awesome! Loved the crust, it was thin and crispy. It looks burned in pic, but it wasn't. Loved the vegan cheese. Homemade. Not that store bought vegan junk.",,,
Bruciato,(206) 201-3462,"McKensey M.
Fort Lauderdale, FL","We popped in here at the recommendation of a local (and because it was right on main street) and it did not disappoint.
Wonderful artisan pizzas, big enough for 2 or 3 people depending on how hungry you are. All thin crust pizza served with scissors (!! how cool!) to cut however big or small of a slice you want. I loved this. Both pizzas (prosciutto & vegan) were wonderful - soft warm crust, fresh vegetables, light, but flavorful sauce. The dough is even vegan! Nothing was burnt and everything was cooked to perfection.
The appetizers were also wonderfully accompanied by a great drink menu. They had a great assortment of craft beers and cocktails. We ordered the meatballs to start and they were so flavorful, most, and delicious. Would recommend.
We came for lunch with friends and it was busy, but we were seated rather promptly. The staff was all super nice and prompt. The music was good, the bar was nice, and we really enjoyed our time here. The prices were also really good considering the location, the wonderful ambiance, and the amazing food. Definitely would recommend this place to anyone visiting Bainbrdige. We can't wait to go back!",,,
